sentence,tag_3,tag_7
সেখানে রাত সাড়ে ১০টার দিকে হালিম ও রাত একটার দিকে চান মিয়া মারা যান,negative,negative
আহত অন্যদের বিভিন্ন হাসপাতালে প্রাথমিক চিকিৎসা দেওয়া হয়েছে,positive,strongly positive
 ধরমপাশা (সুনামগঞ্জ): গতকাল সকাল নয়টার দিকে মোহনগঞ্জের উত্তর জগদীশপুর গ্রামের সামনের সড়ক দিয়ে রুবেল মিয়া (২০) হেঁটে যাচ্ছিলেন,neutral,neutral
এ সময় পণ্যবাহী একটি কাভার্ড ভ্যান পেছন থেকে তাঁকে ধাক্কা দেয়,negative,mildly negative
নাটোর সদর উপজেলার দত্তপাড়া এলাকায় আজ শনিবার ব্যাটারিচালিত অটোরিকশার ধাক্কায় মোটরসাইকেলের একজন আরোহী নিহত হয়েছেন,negative,negative
"সদর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মিজানুর রহমান জানান, সন্ধ্যায় অটোরিকশাটি মোটরসাইকেলটিকে পেছন থেকে ধাক্কা দেয়",negative,negative
এতে নূরুল ইসলাম অটোরিকশার নিচে চাপা পড়েন,negative,mildly negative
অটোরিকশাটি আটক করা হয়েছে চালক পলাতক,negative,strongly negative
বগুড়া সদর উপজেলার বাঘুপাড়া বাজার এলাকায় ঢাকা- রংপুর মহাসড়কে রড বোঝাই একটি ট্রাকের চাপায় কমপক্ষে চারজন নিহত হয়েছেন,negative,strongly negative
বাঘুপাড়া বাজারে দ্রুতগামী ট্রাকটি একটি গাড়িকে পাশ কাটানোর সময় চালক নিয়ন্ত্রণ হারান,negative,mildly negative
এতে ট্রাকটি মহাসড়কের পাশের লোকজনকে চাপা দেয়,negative,mildly negative
এতে ঘটনাস্থলে দুজন নিহত হন,negative,negative
হাসপাতালে চিকিৎসাধীন অবস্থায় আরও দুজন মারা যান,negative,negative
আহত ব্যক্তিদের উদ্ধার করে শহীদ জিয়াউর রহমান হাসপাতালে ও টিএমএসএস হাসপাতালে নেওয়া হয়,positive,mildly positive
